#,Name,Catch Rate,HP,Male,Female,Egg Group,Held Item,Location
1,Bulbasaur,45,45,87.50%,12.50%,"Monster, Plant",None,Grass | Kanto | Route 5 | Rare | Lvl.10
102,Exeggcute,90,60,50%,50%,Plant,None,"Grass | Kanto | Berry Forest | Rare | Lvl.41-43
Grass | Kanto | Route 23 | Uncommon | Lvl.38-42
Grass | Kanto | Safari Zone | Uncommon | Lvl.26-28"
104,Cubone,190,50,50%,50%,Monster,"Thick Club, Rare Bone","Inside | Kanto | Pokémon Tower | Uncommon | Lvl.15-19
Cave | Kanto | Rock Tunnel (Morning/Day) | Rare | Lvl.15-17
Grass | Kanto | Safari Zone | Rare | Lvl.24-26
Grass | Kanto | Sevault Canyon | Uncommon | Lvl.50-52"
105,Marowak,75,60,50%,50%,Monster,"Thick Club, Rare Bone","Grass | Kanto | Safari Zone | Very Rare | Lvl.28-30
Grass | Kanto | Sevault Canyon | Uncommon | Lvl.50-52
Cave | Kanto | Victory Road | Rare | Lvl.44-48
Grass | Unova | Route 15 | Very Common | Lvl.47
Dark Grass | Unova | Route 15 | Very Common | Lvl.52"
106,Hitmonlee,45,50,100%,0%,Humanoid,None,Cave | Kanto | Victory Road | Very Rare | Lvl.44
107,Hitmonchan,45,50,100%,0%,Humanoid,None,Cave | Kanto | Victory Road | Very Rare | Lvl.44
108,Lickitung,45,90,50%,50%,Monster,Lagging Tail,"Cave | Kanto | Cerulean Cave | Rare | Lvl.54-60
Grass | Kanto | Safari Zone | Very Rare | Lvl.26-28
Cave | Unova | Challenger's Cave | Common | Lvl.49-50
Grass | Sinnoh | Route 215 | Rare | Lvl.20"
109,Koffing,190,40,50%,50%,Chaos,Smoke Ball,"Water | Kanto | Celadon City | Rare | Lvl.30-35
Inside | Kanto | Pokémon Mansion | Uncommon | Lvl.28-30
Inside | Kanto | Power Plant | Uncommon | Lvl.28-30
Cave | Hoenn | Fiery Path | Uncommon | Lvl.15-16
Cave | Sinnoh | Stark Mountain | Rare | Lvl.53"
110,Weezing,60,65,50%,50%,Chaos,Smoke Ball,"Inside | Kanto | Pokémon Mansion | Rare | Lvl.35
Inside | Kanto | Power Plant | Rare | Lvl.35
Grass | Sinnoh | Route 227 | Uncommon | Lvl.52
Grass | Sinnoh | Stark Mountain | Uncommon | Lvl.52-55
Cave | Sinnoh | Stark Mountain | Uncommon | Lvl.55-56"
111,Rhyhorn,120,80,50%,50%,"Monster, Field",Protector,"Cave | Kanto | Cerulean Cave | Rare | Lvl.54-58
Cave | Kanto | Rock Tunnel | Rare | Lvl.15-17
Grass | Kanto | Safari Zone | Uncommon | Lvl.25-28
Cave | Kanto | Victory Road | Uncommon | Lvl.42-46
Grass | Hoenn | Safari Zone | Rare | Lvl.28-30
Grass | Sinnoh | Route 214 | Uncommon | Lvl.21-24
Grass | Sinnoh | Route 227 | Rare | Lvl.52
Grass | Sinnoh | Stark Mountain | Rare | Lvl.52
Cave | Sinnoh | Stark Mountain | Very Rare | Lvl.52
Cave | Sinnoh | Victory Road | Very Rare | Lvl.41"
112,Rhydon,60,105,50%,50%,"Monster, Field",Protector,"Cave | Kanto | Cerulean Cave | Uncommon | Lvl.54-60
Cave | Kanto | Victory Road | Rare | Lvl.44-48
Grass | Sinnoh | Route 227 | Uncommon | Lvl.54
Grass | Sinnoh | Route 228 | Common | Lvl.50-52
Grass | Sinnoh | Stark Mountain | Common | Lvl.54-55
Cave | Sinnoh | Stark Mountain | Uncommon | Lvl.54-55
Cave | Sinnoh | Victory Road | Very Rare | Lvl.42-43"
113,Chansey,30,250,0%,100%,Fairy,"Lucky Egg, Oval Stone, Lucky Punch",Grass | Kanto | Safari Zone | Rare | Lvl.26
114,Tangela,45,65,50%,50%,Plant,None,"Grass | Kanto | Route 21 | Very Common | Lvl.28-35
Grass | Kanto | Safari Zone | Very Rare | Lvl.25-28
Grass | Kanto | Treasure Beach | Very Common | Lvl.36-38
Grass | Unova | Giant Chasm | Common | Lvl.47-49
Dark Grass | Unova | Giant Chasm | Common | Lvl.52-54
Grass | Unova | Route 13 | Common | Lvl.47-49
Dark Grass | Unova | Route 13 | Common | Lvl.52-54
Inside | Sinnoh | Great Marsh | Very Rare | Lvl.30-31"
115,Kangaskhan,45,105,0%,100%,Monster,None,Grass | Kanto | Safari Zone | Very Rare | Lvl.26-28
116,Horsea,225,30,50%,50%,"Water A, Dragon",Dragon Scale,"Good Rod | Kanto | Bond Bridge | Very Common | Lvl.10-25
Super Rod | Kanto | Bond Bridge | Common | Lvl.25-40
Good Rod | Kanto | Cerulean City | Common | Lvl.10-25
Super Rod | Kanto | Cerulean City | Common | Lvl.25-40
Good Rod | Kanto | Cinnabar Island | Very Common | Lvl.10-25
Super Rod | Kanto | Cinnabar Island | Uncommon | Lvl.25-40
Good Rod | Kanto | Five Island | Very Common | Lvl.10-25
Super Rod | Kanto | Five Island | Uncommon | Lvl.25-40
Good Rod | Kanto | Five Isle Meadow | Very Common | Lvl.10-25
Super Rod | Kanto | Five Isle Meadow | Common | Lvl.25-40
Good Rod | Kanto | Green Path | Very Common | Lvl.10-25
Super Rod | Kanto | Green Path | Common | Lvl.25-40
Good Rod | Kanto | Icefall Cave | Very Common | Lvl.10-25
Super Rod | Kanto | Icefall Cave | Common | Lvl.25-40
Good Rod | Kanto | Kindle Road | Very Common | Lvl.10-25
Super Rod | Kanto | Kindle Road | Very Common | Lvl.25-40
Good Rod | Kanto | Memorial Pillar | Very Common | Lvl.10-25
Super Rod | Kanto | Memorial Pillar | Common | Lvl.25-40
Good Rod | Kanto | One Island | Very Common | Lvl.10-25
Super Rod | Kanto | One Island | Common | Lvl.25-40
Good Rod | Kanto | Outcast Island | Very Common | Lvl.10-25
Super Rod | Kanto | Outcast Island | Common | Lvl.25-40
Good Rod | Kanto | Pallet Town | Very Common | Lvl.10-25
Super Rod | Kanto | Pallet Town | Uncommon | Lvl.25-40
Good Rod | Kanto | Resort Gorgeous | Very Common | Lvl.10-25
Super Rod | Kanto | Resort Gorgeous | Common | Lvl.25-40
Good Rod | Kanto | Route 4 | Very Common | Lvl.10-25
Super Rod | Kanto | Route 4 | Common | Lvl.25-40
Good Rod | Kanto | Route 10 | Very Common | Lvl.10-25
Super Rod | Kanto | Route 10 | Common | Lvl.25-40
Good Rod | Kanto | Route 11 | Very Common | Lvl.10-25
Super Rod | Kanto | Route 11 | Common | Lvl.25-40
Good Rod | Kanto | Route 12 | Common | Lvl.10-25
Super Rod | Kanto | Route 12 | Uncommon | Lvl.25-40
Good Rod | Kanto | Route 13 | Common | Lvl.10-25
Super Rod | Kanto | Route 13 | Uncommon | Lvl.25-40
Good Rod | Kanto | Route 19 | Very Common | Lvl.10-25
Super Rod | Kanto | Route 19 | Uncommon | Lvl.25-40
Good Rod | Kanto | Route 20 | Common | Lvl.10-25
Super Rod | Kanto | Route 20 | Uncommon | Lvl.25-40
Good Rod | Kanto | Route 21 | Very Common | Lvl.10-25
Super Rod | Kanto | Route 21 | Uncommon | Lvl.25-40
Good Rod | Kanto | Route 24 | Very Common | Lvl.10-25
Super Rod | Kanto | Route 24 | Common | Lvl.25-40
Good Rod | Kanto | S.s. Anne | Very Common | Lvl.10-25
Super Rod | Kanto | S.s. Anne | Uncommon | Lvl.25-40
Good Rod | Kanto | Seafoam Islands | Very Common | Lvl.10-25
Super Rod | Kanto | Seafoam Islands | Common | Lvl.25-40
Water | Kanto | Seafoam Islands | Uncommon | Lvl.30-40
Good Rod | Kanto | Tanoby Ruins | Very Common | Lvl.10-25
Super Rod | Kanto | Tanoby Ruins | Common | Lvl.25-40
Good Rod | Kanto | Trainer Tower | Very Common | Lvl.10-25
Super Rod | Kanto | Trainer Tower | Common | Lvl.25-40
Good Rod | Kanto | Treasure Beach | Very Common | Lvl.10-25
Super Rod | Kanto | Treasure Beach | Very Common | Lvl.25-40
Good Rod | Kanto | Vermilion City | Very Common | Lvl.10-25
Super Rod | Kanto | Vermilion City | Uncommon | Lvl.25-40
Good Rod | Kanto | Water Labyrinth | Very Common | Lvl.10-25
Super Rod | Kanto | Water Labyrinth | Common | Lvl.25-40
Good Rod | Kanto | Water Path | Very Common | Lvl.10-25
Super Rod | Kanto | Water Path | Common | Lvl.25-40
Super Rod | Hoenn | Route 130 | Common | Lvl.30-40
Super Rod | Hoenn | Route 131 | Common | Lvl.30-40
Super Rod | Hoenn | Route 132 | Common | Lvl.30-40
Super Rod | Hoenn | Route 133 | Common | Lvl.30-40
Super Rod | Hoenn | Route 134 | Common | Lvl.30-40
Super Rod | Hoenn | Sealed Chamber | Common | Lvl.30-40
Super Rod | Unova | P2 Laboratory | Very Common | Lvl.35-55
Super Rod | Unova | Route 17 | Very Common | Lvl.35-55
Super Rod | Unova | Route 18 | Very Common | Lvl.35-55
Good Rod | Sinnoh | Route 226 | Very Common | Lvl.10-25"
117,Seadra,75,55,50%,50%,"Water A, Dragon",Dragon Scale,"Super Rod | Kanto | Bond Bridge | Uncommon | Lvl.32-40
Super Rod | Kanto | Cerulean Cave | Uncommon | Lvl.32-40
Super Rod | Kanto | Cinnabar Island | Rare | Lvl.32-40
Super Rod | Kanto | Five Island | Rare | Lvl.32-40
Super Rod | Kanto | Five Isle Meadow | Rare | Lvl.32-40
Super Rod | Kanto | Green Path | Rare | Lvl.32-40
Super Rod | Kanto | Icefall Cave | Rare | Lvl.32-40
Super Rod | Kanto | Kindle Road | Rare | Lvl.32-40
Super Rod | Kanto | Memorial Pillar | Rare | Lvl.32-40
Super Rod | Kanto | One Island | Rare | Lvl.32-40
Super Rod | Kanto | Outcast Island | Rare | Lvl.32-40
Super Rod | Kanto | Pallet Town | Rare | Lvl.32-40
Super Rod | Kanto | Resort Gorgeous | Rare | Lvl.32-40
Super Rod | Kanto | Route 11 | Uncommon | Lvl.32-40
Super Rod | Kanto | Route 12 | Rare | Lvl.32-40
Super Rod | Kanto | Route 13 | Rare | Lvl.32-40
Super Rod | Kanto | Route 19 | Rare | Lvl.32-40
Super Rod | Kanto | Route 20 | Rare | Lvl.32-40
Super Rod | Kanto | Route 21 | Rare | Lvl.32-40
Super Rod | Kanto | Route 23 | Rare | Lvl.32-40
Super Rod | Kanto | Seafoam Islands | Rare | Lvl.32-40
Super Rod | Kanto | Tanoby Ruins | Rare | Lvl.32-40
Super Rod | Kanto | Trainer Tower | Rare | Lvl.32-40
Super Rod | Kanto | Treasure Beach | Rare | Lvl.32-40
Super Rod | Kanto | Water Labyrinth | Rare | Lvl.32-40
Super Rod | Kanto | Water Path | Rare | Lvl.32-40
Super Rod | Hoenn | Route 130 | Rare | Lvl.32-40
Super Rod | Hoenn | Route 131 | Rare | Lvl.32-40
Super Rod | Hoenn | Route 132 | Rare | Lvl.32-40
Super Rod | Hoenn | Route 133 | Rare | Lvl.32-40
Super Rod | Hoenn | Route 134 | Rare | Lvl.32-40
Super Rod | Hoenn | Sealed Chamber | Rare | Lvl.32-40
Super Rod | Sinnoh | Route 226 | Very Common | Lvl.32-55"
118,Goldeen,225,45,50%,50%,Water B,Mystic Water,"Good Rod | Kanto | Berry Forest | Very Common | Lvl.10-25
Super Rod | Kanto | Berry Forest | Very Common | Lvl.25-40
Good Rod | Kanto | Cape Brink | Very Common | Lvl.10-25
Good Rod | Kanto | Cerulean Cave | Very Common | Lvl.10-25
Water | Kanto | Cerulean City | Very Common | Lvl.30-35
Good Rod | Kanto | Cerulean City | Common | Lvl.10-25
Good Rod | Kanto | Four Island | Common | Lvl.10-25
Good Rod | Kanto | Fuchsia City | Common | Lvl.10-25
Super Rod | Kanto | Fuchsia City | Very Common | Lvl.25-40
Good Rod | Kanto | Icefall Cave | Common | Lvl.10-25
Water | Kanto | Route 4 | Very Common | Lvl.30-35
Old Rod | Kanto | Route 4 | Uncommon | Lvl.5-10
Good Rod | Kanto | Route 4 | Uncommon | Lvl.10-25
Super Rod | Kanto | Route 4 | Uncommon | Lvl.25-40
Good Rod | Kanto | Route 6 | Common | Lvl.10-25
Water | Kanto | Route 10 | Very Common | Lvl.30-35
Old Rod | Kanto | Route 10 | Uncommon | Lvl.5-10
Good Rod | Kanto | Route 10 | Uncommon | Lvl.10-25
Super Rod | Kanto | Route 10 | Uncommon | Lvl.25-40
Good Rod | Kanto | Route 11 | Uncommon | Lvl.10-25
Good Rod | Kanto | Route 12 | Uncommon | Lvl.10-25
Super Rod | Kanto | Route 12 | Uncommon | Lvl.25-40
Good Rod | Kanto | Route 13 | Uncommon | Lvl.10-25
Super Rod | Kanto | Route 13 | Uncommon | Lvl.25-40
Good Rod | Kanto | Route 22 | Very Common | Lvl.10-25
Super Rod | Kanto | Route 22 | Uncommon | Lvl.25-40
Super Rod | Kanto | Route 23 | Uncommon | Lvl.25-40
Water | Kanto | Route 24 | Very Common | Lvl.30-35
Old Rod | Kanto | Route 24 | Uncommon | Lvl.5-10
Good Rod | Kanto | Route 24 | Uncommon | Lvl.10-25
Super Rod | Kanto | Route 24 | Uncommon | Lvl.25-40
Water | Kanto | Route 25 | Common | Lvl.30-35
Old Rod | Kanto | Route 25 | Uncommon | Lvl.5-10
Good Rod | Kanto | Route 25 | Very Common | Lvl.10-25
Super Rod | Kanto | Route 25 | Uncommon | Lvl.25-40
Good Rod | Kanto | Ruin Valley | Very Common | Lvl.10-25
Good Rod | Kanto | Safari Zone | Very Common | Lvl.10-25
Super Rod | Kanto | Safari Zone | Common | Lvl.25-40
Good Rod | Kanto | Viridian City | Very Common | Lvl.10-25
Super Rod | Kanto | Viridian City | Uncommon | Lvl.25-40
Old Rod | Hoenn | Meteor Falls | Very Common | Lvl.5-15
Good Rod | Hoenn | Meteor Falls | Common | Lvl.15-30
Old Rod | Hoenn | Petalburg City | Very Common | Lvl.5-15
Good Rod | Hoenn | Petalburg City | Common | Lvl.15-30
Water | Hoenn | Route 102 | Rare | Lvl.20-30
Old Rod | Hoenn | Route 102 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 102 | Common | Lvl.15-30
Water | Hoenn | Route 111 | Rare | Lvl.20-30
Old Rod | Hoenn | Route 111 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 111 | Common | Lvl.15-30
Water | Hoenn | Route 114 | Rare | Lvl.20-30
Old Rod | Hoenn | Route 114 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 114 | Common | Lvl.15-30
Water | Hoenn | Route 117 | Rare | Lvl.20-30
Old Rod | Hoenn | Route 117 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 117 | Common | Lvl.15-30
Water | Hoenn | Route 120 | Rare | Lvl.25-30
Old Rod | Hoenn | Route 120 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 120 | Common | Lvl.15-30
Old Rod | Hoenn | Route 123 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 123 | Common | Lvl.15-30
Old Rod | Hoenn | Safari Zone | Very Common | Lvl.5-15
Good Rod | Hoenn | Safari Zone | Very Common | Lvl.15-30
Super Rod | Hoenn | Safari Zone | Very Common | Lvl.30-40
Old Rod | Hoenn | Scorched Slab | Very Common | Lvl.5-15
Good Rod | Hoenn | Scorched Slab | Common | Lvl.15-30
Old Rod | Hoenn | Victory Road | Very Common | Lvl.5-15
Good Rod | Hoenn | Victory Road | Common | Lvl.15-30
Super Rod | Unova | Abundant Shrine | Very Common | Lvl.35-55
Super Rod | Unova | Lostlorn Forest | Very Common | Lvl.35-55
Super Rod | Unova | Pinwheel Forest | Very Common | Lvl.35-55
Super Rod | Unova | Route 3 | Very Common | Lvl.35-55
Super Rod | Unova | Route 11 | Very Common | Lvl.35-55
Super Rod | Unova | Route 14 | Very Common | Lvl.35-55
Super Rod | Unova | Striaton City | Very Common | Lvl.35-55
Good Rod | Sinnoh | Celestic Town | Very Common | Lvl.10-25
Good Rod | Sinnoh | Lake Acuity | Very Common | Lvl.10-25
Good Rod | Sinnoh | Lake Valor | Very Common | Lvl.10-25
Good Rod | Sinnoh | Lake Verity | Very Common | Lvl.10-25
Good Rod | Sinnoh | Resort Area | Very Common | Lvl.10-25
Good Rod | Sinnoh | Route 203 | Very Common | Lvl.10-25
Good Rod | Sinnoh | Route 204 | Very Common | Lvl.10-25
Good Rod | Sinnoh | Route 208 | Common | Lvl.10-25
Good Rod | Sinnoh | Route 209 | Very Common | Lvl.10-25
Good Rod | Sinnoh | Route 212 | Uncommon | Lvl.10-25
Good Rod | Sinnoh | Route 214 | Very Common | Lvl.10-25
Good Rod | Sinnoh | Route 229 | Very Common | Lvl.10-25
Good Rod | Sinnoh | Sendoff Spring | Very Common | Lvl.10-25
Good Rod | Sinnoh | Twinleaf Town | Very Common | Lvl.10-25"
119,Seaking,60,80,50%,50%,Water B,Mystic Water,"Super Rod | Kanto | Berry Forest | Very Common | Lvl.33-40
Super Rod | Kanto | Cerulean Cave | Uncommon | Lvl.33-40
Water | Kanto | Cerulean City | Uncommon | Lvl.33-35
Super Rod | Kanto | Cerulean City | Uncommon | Lvl.33-40
Super Rod | Kanto | Fuchsia City | Very Common | Lvl.33-40
Water | Kanto | Route 4 | Rare | Lvl.33-35
Super Rod | Kanto | Route 4 | Uncommon | Lvl.33-40
Water | Kanto | Route 10 | Uncommon | Lvl.33-35
Super Rod | Kanto | Route 10 | Rare | Lvl.33-40
Super Rod | Kanto | Route 23 | Rare | Lvl.33-40
Water | Kanto | Route 24 | Rare | Lvl.33-35
Super Rod | Kanto | Route 24 | Uncommon | Lvl.33-40
Water | Kanto | Route 25 | Uncommon | Lvl.33-35
Super Rod | Kanto | Route 25 | Rare | Lvl.33-40
Super Rod | Kanto | Safari Zone | Common | Lvl.33-40
Super Rod | Hoenn | Safari Zone | Common | Lvl.33-40
Super Rod | Sinnoh | Celestic Town | Rare | Lvl.40-55
Super Rod | Sinnoh | Lake Acuity | Very Common | Lvl.33-55
Super Rod | Sinnoh | Lake Valor | Very Common | Lvl.33-55
Good Rod | Sinnoh | Lake Verity | Rare | Lvl.33-35
Super Rod | Sinnoh | Lake Verity | Very Common | Lvl.33-55
Super Rod | Sinnoh | Route 203 | Very Common | Lvl.33-55
Super Rod | Sinnoh | Route 204 | Very Common | Lvl.33-55
Super Rod | Sinnoh | Route 208 | Common | Lvl.33-55
Super Rod | Sinnoh | Route 209 | Very Common | Lvl.33-55
Super Rod | Sinnoh | Route 212 | Uncommon | Lvl.33-55
Super Rod | Sinnoh | Route 214 | Very Common | Lvl.33-55
Super Rod | Sinnoh | Route 229 | Very Common | Lvl.33-55
Super Rod | Sinnoh | Sendoff Spring | Very Common | Lvl.33-55
Super Rod | Sinnoh | Twinleaf Town | Very Common | Lvl.33-55"
120,Staryu,225,30,unknown,unknown,Genderless,"Stardust, Star Piece","Super Rod | Kanto | Cerulean City | Uncommon | Lvl.25-40
Good Rod | Kanto | Cerulean City (Night) | Rare | Lvl.10-25
Super Rod | Kanto | Cinnabar Island | Uncommon | Lvl.25-40
Super Rod | Kanto | Five Island | Common | Lvl.25-40
Super Rod | Kanto | Icefall Cave | Uncommon | Lvl.25-40
Super Rod | Kanto | One Island | Uncommon | Lvl.25-40
Super Rod | Kanto | Pallet Town | Uncommon | Lvl.25-40
Good Rod | Kanto | Route 19 (Night) | Rare | Lvl.10-25
Super Rod | Kanto | Route 19 (Night) | Uncommon | Lvl.25-40
Super Rod | Kanto | Route 20 | Uncommon | Lvl.25-40
Super Rod | Kanto | Route 21 | Uncommon | Lvl.25-40
Super Rod | Kanto | S.s. Anne | Uncommon | Lvl.25-40
Super Rod | Kanto | Seafoam Islands | Uncommon | Lvl.25-40
Super Rod | Kanto | Vermilion City | Uncommon | Lvl.25-40
Super Rod | Hoenn | Aqua Hideout | Rare | Lvl.40
Super Rod | Hoenn | Aqua Hideout | Uncommon | Lvl.30-40
Super Rod | Hoenn | Lilycove City | Common | Lvl.30-40
Water | Unova | Route 13 | Very Common | Lvl.35-55
Super Rod | Sinnoh | Canalave City | Common | Lvl.20-50
Super Rod | Sinnoh | Sunyshore City | Uncommon | Lvl.20-40"
122,Mr. Mime,45,40,50%,50%,Humanoid,None,"Grass | Kanto | Route 11 | Rare | Lvl.12-15
Grass | Kanto | Route 21 | Rare | Lvl.30-32
Grass | Sinnoh | Route 209 | Rare | Lvl.17-19
Grass | Sinnoh | Route 210 | Rare | Lvl.19-20
Grass | Sinnoh | Route 218 | Uncommon | Lvl.29-31
Grass | Sinnoh | Route 222 | Rare | Lvl.41-42"
123,Scyther,45,70,50%,50%,Bug,None,"Grass | Kanto | Safari Zone | Very Rare | Lvl.26-28
Grass | Sinnoh | Route 210 | Rare | Lvl.19-29
Grass | Sinnoh | Route 215 | Rare | Lvl.20-22
Grass | Sinnoh | Route 229 | Rare | Lvl.52"
124,Jynx,45,65,0%,100%,Humanoid,Aspear Berry,"Cave | Kanto | Seafoam Islands | Rare | Lvl.28-32
Cave | Unova | Giant Chasm | Rare | Lvl.48-50
Cave | Sinnoh | Snowpoint Temple | Rare | Lvl.50-56"
125,Electabuzz,45,65,75%,25%,Humanoid,Electirizer,"Inside | Kanto | Power Plant | Rare | Lvl.32-35
Grass | Sinnoh | Route 222 | Uncommon | Lvl.39-41"
126,Magmar,45,65,75%,25%,Humanoid,"Rawst Berry, Magmarizer","Grass | Kanto | Mt. Ember | Rare | Lvl.38-42
Inside | Kanto | Pokémon Mansion | Rare | Lvl.30-34
Grass | Sinnoh | Fuego Ironworks | Uncommon | Lvl.30-31"
127,Pinsir,45,65,50%,50%,Bug,None,"Grass | Kanto | Safari Zone | Very Rare | Lvl.26-28
Grass | Hoenn | Safari Zone | Very Rare | Lvl.28-30
Grass | Unova | Route 12 | Rare | Lvl.50
Dark Grass | Unova | Route 12 | Rare | Lvl.55
Grass | Sinnoh | Route 229 | Rare | Lvl.51-52"
128,Tauros,45,75,100%,0%,Field,None,Grass | Kanto | Safari Zone | Very Rare | Lvl.26-28
129,Magikarp,255,20,50%,50%,"Water B, Dragon",None,"Old Rod | Kanto | Berry Forest | Very Common | Lvl.5-10
Good Rod | Kanto | Berry Forest | Common | Lvl.10-25
Old Rod | Kanto | Bond Bridge | Very Common | Lvl.5-10
Good Rod | Kanto | Bond Bridge | Common | Lvl.10-25
Old Rod | Kanto | Cape Brink | Very Common | Lvl.5-10
Good Rod | Kanto | Cape Brink | Common | Lvl.10-25
Old Rod | Kanto | Celadon City | Very Common | Lvl.5-10
Good Rod | Kanto | Celadon City | Very Common | Lvl.10-25
Super Rod | Kanto | Celadon City | Very Common | Lvl.25-40
Old Rod | Kanto | Cerulean Cave | Very Common | Lvl.5-10
Good Rod | Kanto | Cerulean Cave | Common | Lvl.10-25
Old Rod | Kanto | Cerulean City | Very Common | Lvl.5-10
Good Rod | Kanto | Cerulean City | Uncommon | Lvl.10-25
Old Rod | Kanto | Cinnabar Island | Very Common | Lvl.5-10
Good Rod | Kanto | Cinnabar Island | Uncommon | Lvl.10-25
Old Rod | Kanto | Five Island | Very Common | Lvl.5-10
Good Rod | Kanto | Five Island | Common | Lvl.10-25
Old Rod | Kanto | Five Isle Meadow | Very Common | Lvl.5-10
Good Rod | Kanto | Five Isle Meadow | Common | Lvl.10-25
Old Rod | Kanto | Four Island | Very Common | Lvl.5-10
Good Rod | Kanto | Four Island | Common | Lvl.10-25
Water | Kanto | Fuchsia City | Uncommon | Lvl.30-35
Old Rod | Kanto | Fuchsia City | Very Common | Lvl.5-10
Good Rod | Kanto | Fuchsia City | Common | Lvl.10-25
Old Rod | Kanto | Green Path | Very Common | Lvl.5-10
Good Rod | Kanto | Green Path | Common | Lvl.10-25
Old Rod | Kanto | Icefall Cave | Very Common | Lvl.5-10
Good Rod | Kanto | Icefall Cave | Common | Lvl.10-25
Old Rod | Kanto | Kindle Road | Very Common | Lvl.5-10
Good Rod | Kanto | Kindle Road | Common | Lvl.10-25
Old Rod | Kanto | Memorial Pillar | Very Common | Lvl.5-10
Good Rod | Kanto | Memorial Pillar | Common | Lvl.10-25
Old Rod | Kanto | One Island | Very Common | Lvl.5-10
Good Rod | Kanto | One Island | Common | Lvl.10-25
Old Rod | Kanto | Outcast Island | Very Common | Lvl.5-10
Good Rod | Kanto | Outcast Island | Common | Lvl.10-25
Old Rod | Kanto | Pallet Town | Very Common | Lvl.5-10
Good Rod | Kanto | Pallet Town | Uncommon | Lvl.10-25
Old Rod | Kanto | Resort Gorgeous | Very Common | Lvl.5-10
Good Rod | Kanto | Resort Gorgeous | Common | Lvl.10-25
Old Rod | Kanto | Route 4 | Very Common | Lvl.5-10
Good Rod | Kanto | Route 4 | Common | Lvl.10-25
Super Rod | Kanto | Route 4 | Rare | Lvl.25-40
Old Rod | Kanto | Route 6 | Uncommon | Lvl.5-10
Good Rod | Kanto | Route 6 | Common | Lvl.10-25
Super Rod | Kanto | Route 6 | Uncommon | Lvl.25-40
Old Rod | Kanto | Route 10 | Very Common | Lvl.5-10
Good Rod | Kanto | Route 10 | Uncommon | Lvl.10-25
Super Rod | Kanto | Route 10 | Rare | Lvl.25-40
Old Rod | Kanto | Route 11 | Very Common | Lvl.5-10
Good Rod | Kanto | Route 11 | Common | Lvl.10-25
